============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c0 b742 m10600 rB
R3 c0 b693 m9858 rL
R4 c0 b552 m9165 rU
R5 c0 b686 m9717 rS
R6 c0 b564 m9374.0 rW
R7 c-1 b500 m9938.0 rB
R8 c-3 b380 m9438.0 rW
R9 c-1 b495 m9818.0 rW
R10 c-2 b520 m10313.0 rS
R11 c-2 b505 m10053.0 rD
R12 c-1 b505 m10053.0 rU
R13 c-2 b530 m10558.0 rH
R14 c0 b606 m10028.0 rW
R15 c-1 b535 m10634.0 rS
R16 c-1 b520 m10366.5 rS
R17 c0 b612 m10106.5 rW
R18 c-1 b540 m10718.5 rH
R19 c0 b679 m9638.5 rL
R20 c0 b630 m8959.5 rU
R21 c0 b576 m9589.5 rB
R22 c-1 b455 m9013.5 rU
R23 c0 b665 m9468.5 rL
R24 c-1 b445 m8803.5 rW
R25 c-1 b465 m9248.5 rS
R26 c-1 b455 m9016.0 rW
R27 c-2 b475 m9471.0 rW
R28 c-1 b500 m9946.0 rW
R29 c-2 b550 m10946.0 rL
R30 c0 b728 m10396.0 rU
R31 c0 b672 m11124.0 rL
R32 c0 b686 m9780.0 rL
R33 c0 b546 m9094.0 rD
R34 c0 b546 m9094.0 rU
R35 c0 b582 m9640.0 rU
R36 c0 b618 m10222.0 rU
R37 c-1 b545 m10840.0 rL
R38 c-1 b515 m10295.0 rU
R39 c0 b654 m10810.0 rU
R40 c0 b805 m11464.0 rL
R41 c1 b856 m10659.0 rL
R42 c3 b891 m9803.0 rL
R43 c4 b900 m8912.0 rB
R44 c3 b729 m8012.0 rL
R45 c3 b657 m7283.0 rU
R46 c2 b720 m7940.0 rW
R47 c2 b783 m8660.0 rW
R48 c1 b760 m9443.0 rB
R49 c1 b696 m8683.0 rU
R50 c0 b707 m10075.0 rL
R51 c2 b783 m8661.0 rW
R52 c1 b760 m9444.0 rL
R53 c0 b609 m8684.0 rH
R54 c1 b600 m7466.0 rS
R55 c0 b504 m7166.0 rL
R56 c0 b469 m6662.0 rW
R57 c1 b576 m7131.0 rU
R58 c1 b624 m7707.0 rH
R59 c0 b497 m7083.0 rH
R60 c2 b594 m6586.0 rL
R61 c3 b486 m5398.0 rD
R62 c0 b378 m5398.0 rJ
R63 c0 b420 m5965.0 rD
R64 c-1 b300 m5965.0 rH
R65 c2 b486 m5365.0 rD
R66 c1 b432 m5365.0 rW
R67 c0 b406 m5797.0 rL
R68 c1 b432 m5391.0 rB
R69 c1 b400 m4959.0 rH
R70 c0 b276 m4559.0 rW
R71 c-2 b245 m4835.0 rS
R72 c-3 b192 m4712.5 rW
R73 c-1 b250 m4904.5 rU
R74 c-3 b208 m5154.5 rW
R75 c-2 b280 m5570.5 rW
R76 c-1 b295 m5850.5 rB
R77 c-1 b280 m5555.5 rW
R78 c-1 b295 m5835.5 rL
R79 c0 b336 m5540.5 rH
R80 c0 b371 m5204.5 rU
R81 c2 b504 m5575.5 rD
R82 c4 b560 m5575.5 rH
R83 c7 b495 m4455.5 rD
R84 c9 b540 m4455.5 rL
R85 c10 b480 m3915.5 rU
R86 c9 b528 m4395.5 rL
R87 c10 b468 m3867.5 rH
R88 c10 b408 m3399.5 rU
R89 c8 b468 m3807.5 rW
R90 c7 b473 m4275.5 rL
R91 c8 b468 m3802.5 rW
R92 c6 b473 m4270.5 rS
R93 c6 b451 m4034.0 rH
R94 c4 b360 m3583.0 rB
R95 c4 b330 m3223.0 rB
R96 c3 b261 m2893.0 rL
R97 c1 b216 m2632.0 rU
R98 c1 b232 m2848.0 rL
R99 c0 b162 m2616.0 rJ
R100 c1 b232 m2859.0 rJ
R101 c1 b264 m3207.0 rH
R102 c2 b243 m2679.0 rU
R103 c1 b240 m2922.0 rW
R104 c0 b192 m3162.0 rB
R105 c-1 b150 m2970.0 rW
R106 c-2 b160 m3120.0 rW
R107 c-2 b165 m3280.0 rL
R108 c-1 b160 m3115.0 rU
R109 c0 b245 m3435.0 rL
R110 c0 b224 m3190.0 rW
R111 c0 b210 m3414.0 rH
R112 c0 b180 m2994.0 rL
R113 c-1 b145 m2814.0 rL
R114 c1 b208 m2524.0 rD
R115 c0 b182 m2524.0 rD
R116 c2 b234 m2524.0 rL
R117 c3 b207 m2290.0 rL
R118 c1 b168 m2083.0 rW
R119 c1 b184 m2251.0 rH
R120 c-1 b105 m2067.0 rB
R121 c-2 b100 m1962.0 rL
R122 c-2 b95 m1862.0 rH
R123 c-5 b54 m1767.0 rD
R124 c-4 b54 m1767.0 rS
R125 c-4 b54 m1740.0 rU
R126 c-2 b95 m1848.0 rU
R127 c-3 b80 m1943.0 rS
R128 c-3 b80 m1903.0 rL
R129 c-5 b57 m1823.0 rB
R130 c-5 b54 m1766.0 rU
R131 c-2 b95 m1820.0 rB
R132 c-2 b90 m1725.0 rL
R133 c-2 b80 m1545.0 rL
R134 c-1 b75 m1465.0 rU
R135 c-1 b80 m1540.0 rU
R136 c0 b102 m1700.0 rW
R137 c-1 b95 m1802.0 rW
R138 c-1 b95 m1897.0 rU
R139 c0 b120 m1992.0 rS
R140 c-1 b100 m1932.0 rD
R141 c-4 b60 m1932.0 rU
R142 c-3 b84 m2052.0 rU
R143 c-2 b110 m2136.0 rL
R144 c-1 b105 m2026.0 rW
R145 c-1 b110 m2131.0 rL
R146 c-3 b84 m2021.0 rB
R147 c-2 b100 m1937.0 rH
R148 c-4 b57 m1837.0 rS
R149 c-4 b57 m1808.5 rJ
R150 c-5 b57 m1894.5 rU
R151 c-6 b40 m1951.5 rL
R152 c-5 b60 m1911.5 rW
R153 c-5 b60 m1971.5 rL
R154 c-4 b57 m1851.5 rL
R155 c-6 b36 m1794.5 rL
R156 c-4 b54 m1758.5 rL
R157 c-4 b54 m1704.5 rW
R158 c-4 b54 m1758.5 rL
R159 c0 b102 m1650.5 rL
R160 c-1 b80 m1548.5 rH
R161 c-1 b75 m1468.5 rS
R162 c0 b105 m1431.0 rD
R163 c0 b90 m1431.0 rB
R164 c-1 b70 m1341.0 rW
R165 c-2 b75 m1411.0 rU
R166 c-4 b45 m1486.0 rL
R167 c-1 b75 m1441.0 rS
R168 c-2 b75 m1403.5 rJ
R169 c-1 b80 m1516.5 rH
R170 c-2 b75 m1436.5 rL
R171 c0 b84 m1361.5 rU
R172 c0 b90 m1445.5 rW
R173 c0 b96 m1535.5 rB
R174 c0 b90 m1439.5 rW
R175 c-1 b80 m1529.5 rU
R176 c-2 b85 m1609.5 rW
R177 c-2 b85 m1694.5 rW
R178 c-4 b54 m1779.5 rB
R179 c-4 b54 m1725.5 rU
R180 c-2 b95 m1833.5 rL
R181 c-1 b90 m1738.5 rU
R182 c0 b114 m1828.5 rL
R183 c0 b108 m1714.5 rL
R184 c0 b90 m1498.5 rD
R185 c0 b105 m1498.5 rH
R186 c0 b84 m1393.5 rU
R187 c0 b96 m1561.5 rL
R188 c0 b84 m1369.5 rU
R189 c0 b90 m1453.5 rL
R190 c0 b98 m1363.5 rU
R191 c0 b105 m1461.5 rH
R192 c-1 b70 m1356.5 rB
R193 c-2 b65 m1286.5 rD
R194 c-2 b65 m1286.5 rB
R195 c-3 b52 m1221.5 rJ
R196 c-2 b65 m1299.5 rB
R197 c-2 b65 m1234.5 rU
R198 c-1 b65 m1299.5 rD
R199 c-2 b65 m1299.5 rS
R200 c-2 b65 m1267.0 rL
R201 c-2 b60 m1137.0 rU
R202 c-1 b65 m1257.0 rB
R203 c-2 b60 m1192.0 rL
R204 c-3 b48 m1132.0 rS
R205 c-3 b48 m1108.0 rL
R206 c-2 b55 m1060.0 rB
R207 c-4 b33 m1005.0 rL
R208 c-4 b30 m972.0 rU
R209 c-5 b33 m1002.0 rJ
R210 c-4 b33 m1052.0 rL
R211 c-3 b44 m1019.0 rL
R212 c-2 b50 m975.0 rW
R213 c-1 b55 m1025.0 rW
R214 c-1 b55 m1080.0 rH
R215 c0 b66 m1025.0 rL
R216 c-2 b50 m959.0 rW
R217 c-3 b44 m1009.0 rL
R218 c-4 b30 m965.0 rW
R219 c-5 b30 m995.0 rL
R220 c-3 b40 m965.0 rU
R221 c-3 b44 m1005.0 rS
R222 c-4 b30 m983.0 rS
R223 c-3 b40 m968.0 rH
R224 c-2 b45 m888.0 rW
R225 c-4 b30 m933.0 rS
R226 c-4 b30 m918.0 rL
R227 c-4 b27 m888.0 rU
R228 c-2 b50 m942.0 rL
R229 c0 b54 m892.0 rB
R230 c0 b54 m838.0 rW
R231 c0 b54 m892.0 rU
R232 c1 b80 m946.0 rW
R233 c0 b77 m1026.0 rJ
R234 c-1 b60 m1142.0 rU
R235 c0 b78 m1202.0 rL
R236 c0 b72 m1124.0 rS
R237 c-1 b55 m1088.0 rW
R238 c-2 b60 m1143.0 rD
R239 c-2 b60 m1143.0 rW
R240 c-3 b52 m1203.0 rU
R241 c-2 b70 m1307.0 rB
R242 c-3 b52 m1237.0 rW
R243 c-2 b65 m1289.0 rH
R244 c-2 b65 m1224.0 rL
R245 c-4 b36 m1159.0 rL
R246 c-3 b48 m1123.0 rU
R247 c-3 b48 m1171.0 rU
R248 c-2 b65 m1219.0 rH
R249 c-1 b55 m1089.0 rU
R250 c-1 b60 m1144.0 rD
R251 c-3 b48 m1144.0 rD
R252 c-2 b60 m1144.0 rW
R253 c-3 b52 m1204.0 rU
R254 c-5 b39 m1256.0 rD
R255 c-5 b39 m1256.0 rU
R256 c-2 b70 m1334.0 rU
R257 c-3 b60 m1404.0 rU
R258 c-3 b60 m1464.0 rW
R259 c-5 b48 m1524.0 rW
R260 c-6 b32 m1572.0 rW
R261 c-7 b34 m1604.0 rB
R262 c-7 b32 m1570.0 rL
R263 c-7 b32 m1538.0 rW
R264 c-7 b32 m1570.0 rD
R265 c-6 b32 m1570.0 rB
R266 c-6 b32 m1538.0 rH
R267 c-6 b32 m1506.0 rL
R268 c-6 b30 m1474.0 rB
R269 c-6 b30 m1444.0 rL
R270 c-5 b42 m1384.0 rU
R271 c-5 b45 m1426.0 rL
R272 c-3 b56 m1381.0 rU
R273 c-5 b45 m1437.0 rU
R274 c-5 b45 m1482.0 rB
R275 c-5 b45 m1437.0 rD
R276 c-5 b45 m1437.0 rW
R277 c-5 b45 m1482.0 rL
R278 c-6 b30 m1437.0 rU
R279 c-3 b60 m1467.0 rW
R280 c-4 b48 m1527.0 rL
R281 c-4 b45 m1479.0 rD
R282 c-4 b45 m1479.0 rW
R283 c-3 b64 m1524.0 rW
R284 c-1 b80 m1588.0 rS
R285 c-1 b80 m1548.0 rH
R286 c0 b84 m1388.0 rD
R287 c0 b84 m1388.0 rJ
R288 c0 b96 m1514.0 rL
R289 c1 b120 m1418.0 rU
R290 c0 b112 m1538.0 rW
R291 c-1 b85 m1650.0 rJ
R292 c-2 b90 m1778.0 rW
R293 c-2 b95 m1868.0 rL
R294 c-3 b68 m1678.0 rH
R295 c-3 b68 m1610.0 rL
R296 c-5 b48 m1542.0 rH
R297 c-4 b45 m1494.0 rW
R298 c-5 b48 m1539.0 rU
R299 c-7 b32 m1587.0 rS
R300 c-8 b16 m1571.0 rW
R301 c-5 b48 m1587.0 rU
R302 c-3 b68 m1635.0 rB
R303 c-3 b64 m1567.0 rL
R304 c-4 b48 m1503.0 rL
R305 c-4 b45 m1455.0 rD
R306 c-2 b75 m1455.0 rW
R307 c-1 b80 m1530.0 rB
R308 c-1 b75 m1450.0 rL
R309 c0 b84 m1375.0 rS
R310 c-1 b70 m1333.0 rU
R311 c0 b105 m1473.0 rW
R312 c0 b112 m1578.0 rU
R313 c-1 b85 m1690.0 rJ
R314 c-2 b95 m1818.0 rU
R315 c-1 b100 m1913.0 rB
R316 c-1 b95 m1813.0 rD
R317 c-4 b57 m1813.0 rU
R318 c-4 b57 m1870.0 rW
R319 c-5 b60 m1927.0 rU
R320 c-3 b84 m2047.0 rD
R321 c-4 b63 m2047.0 rW
R322 c-2 b110 m2173.0 rJ
R323 c-1 b120 m2338.0 rL
R324 c0 b138 m2218.0 rS
R325 c0 b154 m2149.0 rU
R326 c2 b216 m2303.0 rL
R327 c1 b168 m2087.0 rU
R328 c2 b225 m2423.0 rU
R329 c3 b261 m2873.0 rW
R330 c4 b320 m3134.0 rL
R331 c4 b250 m2494.0 rJ
R332 c3 b261 m2869.0 rW
R333 c1 b256 m3130.0 rH
R334 c0 b203 m2874.0 rS
R335 c0 b196 m2772.5 rL
R336 c0 b156 m2576.5 rH
R337 c-2 b125 m2420.5 rH
R338 c-1 b115 m2295.5 rU
R339 c-3 b100 m2410.5 rL
R340 c-1 b120 m2310.5 rW
R341 c-2 b125 m2430.5 rL
R342 c-2 b120 m2305.5 rL
R343 c-2 b110 m2185.5 rL
R344 c-4 b63 m2075.5 rL
R345 c-3 b84 m2012.5 rW
R346 c-3 b84 m2096.5 rW
R347 c-1 b115 m2264.5 rS
R348 c0 b138 m2207.0 rU
R349 c0 b150 m2483.0 rB
R350 c-1 b120 m2333.0 rW
R351 c0 b150 m2453.0 rU
R352 c0 b189 m2603.0 rL
R353 c-1 b125 m2414.0 rW
R354 c-4 b78 m2539.0 rH
R355 c-6 b50 m2461.0 rD
R356 c-5 b75 m2461.0 rU
R357 c-3 b108 m2611.0 rW
R358 c-4 b84 m2719.0 rB
R359 c-4 b81 m2635.0 rU
R360 c-2 b140 m2797.0 rW
R361 c-2 b150 m2937.0 rW
R362 c-2 b155 m3087.0 rD
R363 c-1 b155 m3087.0 rU
R364 c-2 b165 m3242.0 rS
R365 c-2 b160 m3159.5 rW
R366 c-2 b170 m3319.5 rJ
R367 c-2 b180 m3574.5 rW
R368 c-3 b152 m3754.5 rS
R369 c-4 b111 m3678.5 rL
R370 c-2 b175 m3456.5 rS
R371 c-2 b170 m3369.0 rH
R372 c-4 b96 m3199.0 rU
R373 c-6 b66 m3295.0 rL
R374 c-5 b99 m3229.0 rB
R375 c-5 b96 m3130.0 rL
R376 c-5 b93 m3034.0 rW
R377 c-4 b96 m3127.0 rS
R378 c-2 b155 m3079.0 rB
R379 c-3 b120 m2924.0 rL
R380 c-2 b145 m2804.0 rU
R381 c0 b180 m2949.0 rW
R382 c-1 b160 m3129.0 rB
R383 c-2 b150 m2969.0 rJ
R384 c-1 b160 m3194.0 rL
R385 c0 b217 m3034.0 rW
R386 c0 b198 m3251.0 rS
R387 c0 b192 m3152.0 rU
R388 c0 b252 m3536.0 rU
R389 c0 b228 m3788.0 rL
R390 c-2 b180 m3560.0 rH
R391 c-2 b170 m3380.0 rJ
R392 c-1 b185 m3635.0 rU
R393 c-2 b195 m3820.0 rL
R394 c-1 b185 m3625.0 rL
R395 c-2 b175 m3440.0 rL
R396 c-1 b165 m3265.0 rS
R397 c-1 b160 m3182.5 rL
R398 c-3 b124 m3022.5 rB
R399 c-4 b87 m2898.5 rU
R400 c-3 b120 m2985.5 rH
R401 c-1 b140 m2745.5 rD
R402 c-3 b112 m2745.5 rW
R403 c-3 b116 m2857.5 rU
R404 c-5 b90 m2973.5 rW
R405 c-4 b93 m3063.5 rJ
R406 c-4 b99 m3203.5 rU
R407 c-3 b140 m3401.5 rL
R408 c-1 b160 m3121.5 rU
R409 c0 b210 m3441.5 rU
R410 c0 b259 m3651.5 rU
R411 c1 b320 m3910.5 rH
R412 c-1 b180 m3590.5 rW
R413 c-2 b200 m3950.5 rJ
R414 c-2 b215 m4250.5 rL
R415 c-2 b205 m4035.5 rW
R416 c-1 b215 m4240.5 rL
R417 c-1 b205 m4025.5 rH
R418 c-1 b195 m3820.5 rH
R419 c-1 b185 m3625.5 rW
R420 c0 b273 m3810.5 rU
R421 c0 b287 m4083.5 rL
R422 c0 b228 m3796.5 rU
R423 c-1 b205 m4024.5 rW
R424 c-1 b215 m4229.5 rW
R425 c-2 b225 m4444.5 rU
R426 c-2 b235 m4669.5 rU
R427 c-3 b200 m4904.5 rB
R428 c-4 b144 m4704.5 rL
R429 c-4 b138 m4560.5 rL
R430 c-4 b135 m4422.5 rU
R431 c-4 b141 m4692.5 rB
R432 c-4 b138 m4551.5 rW
R433 c-6 b94 m4689.5 rL
R434 c-4 b138 m4595.5 rL
R435 c-3 b180 m4457.5 rU
R436 c-2 b245 m4817.5 rU
R437 c-2 b255 m5062.5 rB
R438 c-1 b245 m4807.5 rL
R439 c-1 b230 m4562.5 rL
R440 c-2 b220 m4332.5 rU
R441 c-1 b230 m4552.5 rW
R442 c0 b288 m4782.5 rL
R443 c0 b270 m4494.5 rS
R444 c-1 b220 m4359.5 rJ
R445 c-1 b235 m4689.5 rW
R446 c-1 b250 m4924.5 rL
R447 c-2 b235 m4674.5 rW
R448 c-1 b250 m4909.5 rL
R449 c-1 b235 m4659.5 rU
R450 c-2 b245 m4894.5 rB
R451 c-3 b188 m4649.5 rU
R452 c-2 b245 m4837.5 rH
R453 c-2 b230 m4592.5 rB
R454 c-2 b220 m4362.5 rL
R455 c-1 b210 m4142.5 rU
R456 c0 b264 m4352.5 rH
R457 c1 b312 m3824.5 rH
R458 c0 b252 m3512.5 rL
R459 c1 b264 m3260.5 rL
