============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: X
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c1 b896 m11200 rW
R3 c0 b847 m12096 rU
R4 c0 b910 m12943 rL
R5 c2 b1089 m12033 rS
R6 c2 b1035 m11488.5 rB
R7 c1 b840 m10453.5 rU
R8 c0 b678 m11293.5 rD
R9 c1 b904 m11293.5 rW
R10 c0 b732 m12197.5 rL
R11 c0 b690 m11465.5 rL
R12 c0 b648 m10775.5 rJ
R13 c0 b708 m11747.5 rL
R14 c0 b777 m11039.5 rH
R15 c0 b618 m10262.5 rU
R16 c0 b654 m10880.5 rL
R17 c-1 b515 m10226.5 rU
R18 c-2 b540 m10741.5 rS
R19 c0 b630 m10471.5 rL
R20 c0 b594 m9841.5 rU
R21 c0 b735 m10435.5 rB
R22 c0 b588 m9700.5 rH
R23 c-1 b460 m9112.5 rL
R24 c-1 b435 m8652.5 rW
R25 c0 b637 m9087.5 rL
R26 c1 b680 m8450.5 rB
R27 c2 b702 m7770.5 rD
R28 c2 b702 m7770.5 rU
R29 c3 b765 m8472.5 rB
R30 c4 b780 m7707.5 rU
R31 c5 b850 m8487.5 rL
R32 c4 b770 m7637.5 rL
R33 c3 b621 m6867.5 rS
R34 c2 b594 m6557.0 rW
R35 c2 b648 m7151.0 rB
R36 c1 b528 m6503.0 rU
R37 c1 b568 m7031.0 rD
R38 c1 b568 m7031.0 rL
R39 c1 b520 m6463.0 rL
R40 c0 b420 m5943.0 rW
R41 c1 b544 m6783.0 rW
R42 c0 b518 m7327.0 rS
R43 c0 b426 m7068.0 rL
R44 c0 b402 m6642.0 rU
R45 c-1 b355 m7044.0 rH
R46 c-2 b335 m6689.0 rU
R47 c-2 b355 m7024.0 rL
R48 c-1 b335 m6669.0 rH
R49 c0 b384 m6334.0 rU
R50 c2 b612 m6718.0 rB
R51 c1 b496 m6106.0 rD
R52 c2 b558 m6106.0 rW
R53 c3 b603 m6664.0 rL
R54 c1 b488 m6061.0 rL
R55 c2 b459 m5085.0 rU
R56 c1 b448 m5544.0 rD
R57 c-1 b280 m5544.0 rS
R58 c-2 b275 m5404.0 rB
R59 c-1 b260 m5129.0 rH
R60 c-1 b245 m4869.0 rL
R61 c-1 b235 m4624.0 rW
R62 c0 b294 m4859.0 rW
R63 c0 b364 m5153.0 rH
R64 c0 b288 m4789.0 rD
R65 c-1 b240 m4789.0 rU
R66 c-2 b255 m5029.0 rS
R67 c-3 b200 m4901.5 rU
R68 c-1 b260 m5101.5 rW
R69 c-2 b270 m5361.5 rW
R70 c-4 b171 m5631.5 rU
R71 c-2 b295 m5802.5 rS
R72 c-3 b228 m5655.0 rW
R73 c-3 b236 m5883.0 rU
R74 c-4 b186 m6119.0 rW
R75 c-2 b325 m6491.0 rU
R76 c-2 b345 m6816.0 rU
R77 c-3 b288 m7161.0 rB
R78 c-3 b276 m6873.0 rD
R79 c-1 b345 m6873.0 rU
R80 c1 b584 m7218.0 rB
R81 c1 b536 m6634.0 rW
R82 c2 b648 m7170.0 rS
R83 c1 b552 m6846.0 rH
R84 c0 b441 m6294.0 rB
R85 c0 b413 m5853.0 rD
R86 c0 b354 m5853.0 rU
R87 c-1 b315 m6207.0 rW
R88 c-1 b330 m6522.0 rB
R89 c0 b372 m6192.0 rB
R90 c0 b413 m5820.0 rW
R91 c0 b378 m6233.0 rL
R92 c-2 b295 m5855.0 rD
R93 c-4 b177 m5855.0 rL
R94 c-5 b171 m5678.0 rW
R95 c-3 b244 m6020.0 rU
R96 c-1 b315 m6264.0 rS
R97 c-1 b310 m6106.5 rL
R98 c0 b406 m5796.5 rB
R99 c0 b324 m5390.5 rB
R100 c-2 b255 m5066.5 rU
R101 c-2 b270 m5321.5 rU
R102 c0 b336 m5591.5 rU
R103 c-1 b300 m5927.5 rL
R104 c0 b378 m5327.5 rB
R105 c0 b350 m4949.5 rS
R106 c0 b336 m4774.5 rH
R107 c0 b315 m4438.5 rB
R108 c0 b294 m4123.5 rS
R109 c0 b280 m3976.5 rW
R110 c0 b258 m4256.5 rW
R111 c0 b276 m4514.5 rL
R112 c-1 b215 m4238.5 rH
R113 c-1 b205 m4023.5 rW
R114 c-2 b215 m4228.5 rL
R115 c-1 b205 m4013.5 rW
R116 c-3 b172 m4218.5 rW
R117 c-1 b220 m4390.5 rH
R118 c-1 b210 m4170.5 rL
R119 c0 b228 m3750.5 rU
R120 c0 b240 m3978.5 rL
R121 c0 b228 m3738.5 rW
R122 c2 b378 m4194.5 rB
R123 c0 b273 m3816.5 rU
R124 c0 b287 m4089.5 rH
R125 c4 b390 m3802.5 rW
R126 c3 b378 m4192.5 rH
R127 c4 b390 m3814.5 rU
R128 c3 b387 m4204.5 rW
R129 c4 b500 m4978.5 rJ
R130 c5 b580 m5728.5 rH
R131 c2 b468 m5148.5 rJ
R132 c0 b413 m5850.5 rS
R133 c0 b399 m5644.0 rW
R134 c1 b488 m6043.0 rS
R135 c0 b406 m5799.0 rL
R136 c-1 b270 m5393.0 rL
R137 c0 b312 m5123.0 rL
R138 c0 b343 m4811.0 rL
R139 c1 b360 m4468.0 rS
R140 c0 b301 m4288.0 rW
R141 c0 b276 m4589.0 rW
R142 c-1 b245 m4865.0 rW
R143 c0 b312 m5110.0 rD
R144 c1 b416 m5110.0 rJ
R145 c0 b406 m5734.0 rW
R146 c0 b372 m6140.0 rJ
R147 c-1 b335 m6698.0 rH
R148 c0 b427 m6028.0 rJ
R149 c0 b402 m6669.0 rU
R150 c0 b525 m7473.0 rJ
R151 c0 b581 m8261.0 rB
R152 c0 b462 m7680.0 rL
R153 c0 b438 m7218.0 rL
R154 c1 b544 m6780.0 rU
R155 c0 b518 m7324.0 rW
R156 c0 b474 m7842.0 rW
R157 c0 b616 m8790.0 rL
R158 c-1 b410 m8174.0 rU
R159 c-1 b430 m8584.0 rU
R160 c0 b637 m9014.0 rD
R161 c-1 b455 m9014.0 rU
R162 c0 b665 m9469.0 rW
R163 c0 b714 m10134.0 rW
R164 c0 b654 m10848.0 rB
R165 c-1 b510 m10194.0 rL
R166 c0 b679 m9684.0 rU
R167 c0 b728 m10363.0 rL
R168 c0 b582 m9635.0 rJ
R169 c-1 b530 m10508.0 rL
R170 c-1 b500 m9978.0 rH
R171 c0 b570 m9478.0 rL
R172 c-1 b450 m8908.0 rD
R173 c-3 b360 m8908.0 rL
R174 c-3 b344 m8548.0 rW
R175 c-3 b356 m8892.0 rW
R176 c-1 b465 m9248.0 rU
R177 c0 b714 m10178.0 rU
R178 c1 b936 m11606.0 rB
R179 c0 b749 m10670.0 rB
R180 c2 b900 m9921.0 rB
R181 c2 b819 m9021.0 rU
R182 c2 b891 m9840.0 rB
R183 c1 b720 m8949.0 rL
R184 c3 b747 m8229.0 rD
R185 c7 b913 m8229.0 rW
R186 c5 b920 m9142.0 rW
R187 c4 b1010 m10062.0 rU
R188 c4 b1210 m12082.0 rW
R189 c3 b1197 m13292.0 rU
R190 c3 b1305 m14489.0 rU
R191 c1 b1264 m15794.0 rS
R192 c1 b1216 m15162.0 rU
R193 c1 b1312 m16378.0 rU
R194 c0 b1239 m17690.0 rB
R195 c0 b990 m16451.0 rU
R196 c-1 b925 m18431.0 rW
R197 c1 b1552 m19356.0 rH
R198 c3 b1467 m16252.0 rS
R199 c2 b1404 m15518.5 rU
R200 c2 b1656 m18326.5 rL
R201 c1 b1336 m16670.5 rB
R202 c1 b1232 m15334.5 rS
R203 c1 b1184 m14718.5 rL
R204 c1 b1088 m13534.5 rW
R205 c1 b1264 m15710.5 rD
R206 c3 b1422 m15710.5 rL
R207 c3 b1287 m14288.5 rU
R208 c3 b1404 m15575.5 rD
R209 c2 b1404 m15575.5 rW
R210 c4 b1840 m18383.5 rB
R211 c5 b1660 m16543.5 rW
R212 c6 b2189 m19863.5 rW
R213 c5 b2210 m22052.5 rJ
R214 c4 b2540 m25367.5 rB
R215 c4 b2290 m22827.5 rW
R216 c2 b2268 m25117.5 rL
R217 c3 b1854 m20581.5 rL
R218 c5 b1880 m18727.5 rL
R219 c3 b1521 m16847.5 rU
R220 c4 b1840 m18368.5 rL
R221 c2 b1494 m16528.5 rL
R222 c3 b1224 m13540.5 rW
R223 c3 b1440 m15988.5 rH
R224 c4 b1460 m14548.5 rU
R225 c4 b1610 m16008.5 rW
R226 c4 b1770 m17618.5 rL
R227 c5 b1590 m15848.5 rW
R228 c3 b1575 m17438.5 rS
R229 c3 b1503 m16651.0 rU
R230 c3 b1638 m18154.0 rH
R231 c3 b1341 m14878.0 rU
R232 c4 b1760 m17560.0 rB
R233 c3 b1422 m15800.0 rB
R234 c4 b1440 m14378.0 rL
R235 c2 b1170 m12938.0 rH
R236 c4 b1180 m11768.0 rU
R237 c5 b1300 m12948.0 rW
R238 c4 b1430 m14248.0 rL
R239 c4 b1290 m12818.0 rU
R240 c5 b1420 m14108.0 rB
R241 c5 b1270 m12688.0 rB
R242 c4 b1150 m11418.0 rS
R243 c4 b1090 m10843.0 rJ
R244 c4 b1250 m12478.0 rS
R245 c4 b1190 m11853.0 rL
R246 c4 b1070 m10663.0 rH
R247 c5 b960 m9593.0 rD
R248 c5 b960 m9593.0 rU
R249 c4 b1060 m10553.0 rB
R250 c4 b950 m9493.0 rL
R251 c5 b860 m8543.0 rL
R252 c4 b770 m7683.0 rU
R253 c2 b765 m8453.0 rU
R254 c2 b837 m9218.0 rL
R255 c4 b840 m8381.0 rJ
R256 c2 b873 m9641.0 rD
R257 c3 b873 m9641.0 rL
R258 c3 b792 m8768.0 rL
R259 c5 b800 m7976.0 rW
R260 c4 b880 m8776.0 rS
R261 c3 b756 m8336.0 rU
R262 c6 b1089 m9848.0 rW
R263 c5 b1100 m10937.0 rW
R264 c4 b1210 m12037.0 rJ
R265 c4 b1390 m13852.0 rU
R266 c4 b1530 m15242.0 rL
R267 c5 b1380 m13712.0 rU
R268 c3 b1359 m15092.0 rB
R269 c2 b1242 m13733.0 rW
R270 c2 b1350 m14975.0 rL
R271 c0 b959 m13625.0 rS
R272 c0 b924 m13145.5 rL
R273 c-1 b615 m12221.5 rU
R274 c0 b903 m12836.5 rU
R275 c0 b966 m13739.5 rL
R276 c2 b1152 m12773.5 rL
R277 c3 b945 m10469.5 rU
R278 c3 b1035 m11414.5 rL
R279 c2 b936 m10379.5 rW
R280 c0 b798 m11315.5 rW
R281 c-1 b610 m12113.5 rS
R282 c0 b714 m11808.5 rH
R283 c0 b666 m11094.5 rL
R284 c0 b588 m9762.5 rU
R285 c-2 b520 m10350.5 rH
R286 c-2 b495 m9830.5 rL
R287 c-2 b470 m9335.5 rU
R288 c0 b594 m9805.5 rL
R289 c0 b558 m9211.5 rU
R290 c-1 b490 m9769.5 rL
R291 c0 b651 m9279.5 rH
R292 c0 b480 m7977.5 rD
R293 c1 b640 m7977.5 rW
R294 c1 b696 m8617.5 rW
R295 c3 b846 m9313.5 rS
R296 c3 b801 m8890.5 rU
R297 c1 b776 m9691.5 rL
R298 c3 b810 m8915.5 rL
R299 c4 b820 m8105.5 rD
R300 c5 b820 m8105.5 rW
R301 c6 b990 m8925.5 rB
R302 c4 b800 m7935.5 rL
R303 c4 b720 m7135.5 rW
R304 c3 b711 m7855.5 rU
R305 c2 b774 m8566.5 rL
R306 c3 b702 m7792.5 rL
R307 c4 b710 m7090.5 rU
R308 c3 b711 m7800.5 rS
R309 c3 b675 m7445.0 rU
R310 c3 b738 m8120.0 rH
R311 c2 b666 m7382.0 rU
R312 c0 b567 m8048.0 rU
R313 c1 b696 m8615.0 rU
R314 c3 b846 m9311.0 rL
R315 c2 b693 m7619.0 rD
R316 c1 b616 m7619.0 rS
R317 c1 b592 m7311.0 rL
R318 c1 b544 m6719.0 rU
R319 c0 b438 m7263.0 rB
R320 c0 b483 m6825.0 rL
R321 c2 b576 m6342.0 rS
R322 c1 b488 m6054.0 rB
R323 c0 b392 m5566.0 rL
R324 c-1 b260 m5174.0 rW
R325 c-3 b220 m5434.0 rB
R326 c-3 b212 m5214.0 rU
R327 c-3 b220 m5426.0 rJ
R328 c-3 b232 m5756.0 rJ
R329 c-4 b186 m6104.0 rB
R330 c-4 b180 m5918.0 rH
R331 c-6 b116 m5738.0 rD
R332 c-4 b174 m5738.0 rL
R333 c0 b336 m5564.0 rH
R334 c1 b424 m5228.0 rH
R335 c0 b294 m4804.0 rW
R336 c1 b432 m5392.0 rW
R337 c1 b472 m5824.0 rB
R338 c1 b432 m5352.0 rL
R339 c4 b500 m4920.0 rB
R340 c3 b405 m4420.0 rH
R341 c2 b369 m4015.0 rW
R342 c1 b352 m4384.0 rS
R343 c1 b344 m4208.0 rW
R344 c0 b322 m4552.0 rS
R345 c0 b264 m4391.0 rU
R346 c-1 b235 m4655.0 rU
R347 c-1 b245 m4890.0 rL
R348 c0 b308 m4400.0 rJ
R349 c-1 b245 m4862.0 rU
R350 c-2 b260 m5107.0 rH
R351 c0 b294 m4847.0 rJ
R352 c0 b318 m5288.0 rL
R353 c1 b400 m4970.0 rU
R354 c0 b378 m5370.0 rL
R355 c2 b450 m4992.0 rB
R356 c1 b368 m4542.0 rB
R357 c0 b294 m4174.0 rH
R358 c0 b273 m3880.0 rL
R359 c0 b259 m3607.0 rU
R360 c0 b273 m3866.0 rW
R361 c-1 b210 m4139.0 rU
R362 c-3 b176 m4349.0 rD
R363 c-5 b132 m4349.0 rL
R364 c-5 b129 m4217.0 rB
R365 c-6 b82 m4088.0 rB
R366 c-7 b82 m4006.0 rU
R367 c-5 b126 m4170.0 rL
R368 c-5 b123 m4044.0 rW
R369 c-3 b172 m4290.0 rL
R370 c-3 b168 m4118.0 rJ
R371 c-2 b220 m4370.0 rW
R372 c-4 b138 m4590.0 rW
R373 c-5 b144 m4728.0 rD
R374 c-3 b192 m4728.0 rU
R375 c-3 b208 m5112.0 rB
R376 c-3 b200 m4904.0 rH
R377 c0 b276 m4504.0 rU
R378 c-2 b240 m4780.0 rW
R379 c-1 b255 m5020.0 rD
R380 c-1 b255 m5020.0 rU
R381 c0 b318 m5275.0 rS
R382 c0 b364 m5116.0 rL
R383 c0 b336 m4752.0 rS
R384 c0 b322 m4584.0 rU
R385 c0 b300 m4906.0 rU
R386 c1 b448 m5506.0 rU
R387 c1 b480 m5954.0 rS
R388 c1 b464 m5714.0 rL
R389 c2 b477 m5250.0 rW
R390 c0 b406 m5727.0 rU
R391 c1 b496 m6133.0 rU
R392 c0 b469 m6629.0 rW
R393 c-1 b355 m7098.0 rH
R394 c-2 b340 m6743.0 rS
R395 c-2 b330 m6573.0 rW
R396 c0 b420 m6903.0 rU
R397 c0 b444 m7323.0 rL
R398 c-2 b325 m6435.0 rL
R399 c0 b348 m5785.0 rH
R400 c-3 b220 m5437.0 rH
R401 c-5 b159 m5217.0 rW
R402 c-4 b168 m5535.0 rL
R403 c-3 b216 m5367.0 rH
R404 c-3 b200 m4935.0 rU
R405 c-2 b270 m5335.0 rL
R406 c0 b306 m5065.0 rU
R407 c-2 b270 m5371.0 rU
R408 c0 b342 m5641.0 rB
R409 c-1 b265 m5299.0 rL
R410 c-1 b255 m5034.0 rS
R411 c-1 b250 m4906.5 rU
R412 c-4 b156 m5156.5 rW
R413 c-1 b270 m5312.5 rB
R414 c-3 b204 m5042.5 rL
R415 c-3 b196 m4838.5 rL
R416 c-1 b235 m4642.5 rU
R417 c1 b392 m4877.5 rL
R418 c1 b360 m4485.5 rU
R419 c1 b392 m4845.5 rW
R420 c1 b456 m5629.5 rL
R421 c1 b384 m4717.5 rB
R422 c2 b396 m4333.5 rB
R423 c1 b320 m3937.5 rU
R424 c0 b258 m4257.5 rS
R425 c-1 b210 m4128.5 rJ
R426 c-1 b225 m4443.5 rD
R427 c-2 b225 m4443.5 rU
R428 c-2 b235 m4668.5 rL
R429 c-1 b225 m4433.5 rB
R430 c-1 b215 m4208.5 rL
R431 c-2 b200 m3993.5 rL
R432 c-2 b190 m3793.5 rL
R433 c-1 b185 m3603.5 rD
R434 c-1 b185 m3603.5 rH
R435 c0 b210 m3418.5 rJ
R436 c-1 b190 m3733.5 rB
R437 c-2 b180 m3543.5 rU
R438 c-2 b190 m3723.5 rU
R439 c-1 b200 m3913.5 rD
R440 c-2 b200 m3913.5 rL
R441 c-1 b190 m3713.5 rH
R442 c0 b238 m3333.5 rW
R443 c0 b216 m3571.5 rU
R444 c0 b228 m3787.5 rS
R445 c0 b222 m3673.5 rH
R446 c-1 b175 m3451.5 rH
R447 c-2 b165 m3276.5 rB
R448 c-4 b96 m3111.5 rU
R449 c-4 b99 m3207.5 rL
R450 c-3 b124 m3009.5 rW
R451 c-2 b165 m3257.5 rL
R452 c0 b186 m3092.5 rB
R453 c0 b180 m2906.5 rU
R454 c-1 b155 m3086.5 rU
R455 c-2 b165 m3241.5 rD
R456 c-2 b165 m3241.5 rU
R457 c-3 b140 m3406.5 rU
R458 c-3 b144 m3546.5 rD
R459 c-3 b144 m3546.5 rL
R460 c-3 b140 m3402.5 rW
R461 c-2 b185 m3682.5 rS
R462 c-2 b180 m3590.0 rH
