============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rS
R2 c-1 b485 m9700.0 rL
R3 c1 b744 m9215.0 rU
R4 c3 b972 m10703.0 rW
R5 c4 b1170 m11675.0 rW
R6 c6 b1419 m12845.0 rB
R7 c5 b1150 m11426.0 rW
R8 c4 b1260 m12576.0 rH
R9 c5 b1140 m11316.0 rW
R10 c7 b1375 m12456.0 rU
R11 c9 b1668 m13831.0 rJ
R12 c9 b1968 m16333.0 rW
R13 c6 b2024 m18301.0 rW
R14 c4 b2040 m20325.0 rJ
R15 c5 b2340 m23385.0 rW
R16 c5 b2580 m25725.0 rU
R17 c5 b2840 m28305.0 rW
R18 c4 b3120 m31145.0 rW
R19 c5 b3430 m34265.0 rB
R20 c5 b3090 m30835.0 rU
R21 c2 b3060 m33925.0 rD
R22 c3 b3060 m33925.0 rB
R23 c4 b3090 m30865.0 rJ
R24 c3 b3195 m35500.0 rH
R25 c5 b3240 m32305.0 rD
R26 c4 b3240 m32305.0 rB
R27 c1 b2328 m29065.0 rU
R28 c2 b2826 m31393.0 rW
R29 c0 b2058 m34219.0 rL
R30 c0 b2254 m32161.0 rW
R31 c0 b2415 m34415.0 rW
R32 c1 b3144 m39245.0 rU
R33 c1 b3392 m42389.0 rB
R34 c0 b2730 m38997.0 rU
R35 c0 b2926 m41727.0 rW
R36 c1 b3576 m44653.0 rH
R37 c2 b3699 m41077.0 rL
R38 c1 b2992 m37378.0 rB
R39 c3 b3096 m34386.0 rU
R40 c4 b3750 m37482.0 rJ
R41 c3 b3888 m43107.0 rU
R42 c3 b4230 m46995.0 rW
R43 c2 b4617 m51225.0 rU
R44 c0 b4235 m60459.0 rD
R45 c0 b3630 m60459.0 rJ
R46 c0 b3960 m65904.0 rD
R47 c-1 b3300 m65904.0 rU
R48 c-3 b2772 m69204.0 rL
R49 c-4 b1995 m66432.0 rW
R50 c-2 b3425 m68427.0 rD
R51 c-2 b3425 m68427.0 rL
R52 c0 b4557 m65002.0 rU
R53 c0 b4872 m69559.0 rS
R54 c0 b4704 m67123.0 rB
R55 c0 b4375 m62419.0 rL
R56 c0 b4067 m58044.0 rS
R57 c0 b3927 m56010.5 rW
R58 c1 b4800 m59937.5 rL
R59 c0 b3312 m55137.5 rU
R60 c-2 b2925 m58449.5 rW
R61 c-4 b1842 m61374.5 rB
R62 c-2 b2980 m59532.5 rH
R63 c-1 b2830 m56552.5 rD
R64 c-4 b1698 m56552.5 rW
R65 c-6 b1200 m59948.5 rL
R66 c-4 b1764 m58748.5 rL
R67 c-7 b1140 m56984.5 rW
R68 c-10 b582 m58124.5 rH
