============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b528 m8800 rU
R3 c1 b752 m9328 rU
R4 c1 b808 m10080 rU
R5 c1 b872 m10888 rJ
R6 c1 b976 m12196 rB
R7 c0 b791 m11220 rU
R8 c1 b968 m12011 rU
R9 c1 b1040 m12979 rL
R10 c3 b1080 m11939 rL
R11 c2 b981 m10859 rW
R12 c2 b1071 m11840 rU
R13 c0 b910 m12911 rS
R14 c1 b1000 m12456.0 rU
R15 c4 b1350 m13456.0 rL
R16 c3 b1098 m12106.0 rL
R17 c1 b888 m11008.0 rH
R18 c3 b918 m10120.0 rW
R19 c4 b1110 m11038.0 rH
R20 c6 b1100 m9928.0 rB
R21 c8 b1068 m8828.0 rU
R22 c6 b1089 m9896.0 rS
R23 c4 b940 m9351.5 rW
R24 c2 b927 m10291.5 rB
R25 c3 b846 m9364.5 rB
R26 c3 b774 m8518.5 rW
R27 c3 b837 m9292.5 rJ
R28 c3 b954 m10548.5 rW
R29 c6 b1276 m11502.5 rW
R30 c6 b1408 m12778.5 rW
R31 c4 b1420 m14186.5 rW
R32 c1 b1256 m15606.5 rU
R33 c0 b1274 m18118.5 rU
R34 c0 b1449 m20666.5 rH
R35 c0 b1351 m19217.5 rB
R36 c0 b1074 m17866.5 rU
R37 c2 b1710 m18940.5 rJ
R38 c1 b1728 m21505.5 rU
R39 c1 b1864 m23233.5 rL
R40 c-1 b1070 m21369.5 rL
R41 c1 b1624 m20299.5 rL
R42 c1 b1496 m18675.5 rW
R43 c1 b1736 m21667.5 rL
R44 c3 b1800 m19931.5 rU
R45 c3 b1962 m21731.5 rH
R46 c2 b1611 m17807.5 rU
R47 c1 b1560 m19418.5 rW
R48 c1 b1680 m20978.5 rS
R49 c3 b1818 m20138.5 rL
R50 c3 b1656 m18320.5 rU
R51 c4 b2170 m21632.5 rL
R52 c2 b1755 m19462.5 rS
R53 c0 b1302 m18585.0 rB
R54 c0 b1038 m17283.0 rD
R55 c0 b1211 m17283.0 rD
R56 c0 b1038 m17283.0 rU
R57 c-3 b736 m18321.0 rB
R58 c-2 b880 m17585.0 rW
R59 c0 b1110 m18465.0 rL
R60 c0 b1218 m17355.0 rH
R61 c0 b972 m16137.0 rW
R62 c0 b1204 m17109.0 rU
R63 c1 b1472 m18313.0 rU
R64 c0 b1188 m19785.0 rU
R65 c-1 b1050 m20973.0 rJ
R66 c-3 b904 m22548.0 rD
R67 c-6 b452 m22548.0 rU
R68 c-4 b690 m23000.0 rU
R69 c-4 b711 m23690.0 rH
R70 c-5 b690 m22979.0 rH
