============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rD
R2 c-1 b500 m10000 rU
R3 c-4 b315 m10500 rW
R4 c-5 b327 m10815 rD
R5 c-7 b218 m10815 rL
R6 c-6 b212 m10597 rB
R7 c-8 b104 m10385 rW
R8 c-10 b105 m10489 rW
R9 c-10 b106 m10594 rW
R10 c-10 b107 m10700 rU
R11 c-9 b109 m10807 rS
R12 c-10 b108 m10752.5 rW
R13 c-9 b109 m10860.5 rH
R14 c-9 b107 m10642.5 rB
R15 c-8 b106 m10535.5 rU
R16 c-9 b107 m10641.5 rL
R17 c-10 b105 m10427.5 rW
R18 c-9 b106 m10532.5 rL
R19 c-10 b105 m10426.5 rS
R20 c-10 b104 m10374.0 rL
R21 c-9 b103 m10270.0 rS
R22 c-9 b103 m10218.5 rL
R23 c-10 b102 m10115.5 rW
R24 c-10 b103 m10217.5 rU
R25 c-7 b208 m10320.5 rW
R26 c-7 b216 m10736.5 rD
R27 c-5 b324 m10736.5 rW
R28 c-6 b222 m11060.5 rL
R29 c-7 b218 m10838.5 rU
R30 c-8 b111 m11056.5 rB
R31 c-9 b110 m10945.5 rU
R32 c-10 b111 m11055.5 rW
R33 c-10 b112 m11166.5 rH
R34 c-8 b111 m11054.5 rW
R35 c-7 b224 m11165.5 rW
R36 c-10 b114 m11389.5 rU
R37 c-7 b232 m11503.5 rW
R38 c-9 b120 m11967.5 rL
R39 c-9 b119 m11847.5 rU
R40 c-8 b120 m11966.5 rU
R41 c-10 b121 m12086.5 rU
R42 c-9 b123 m12207.5 rS
R43 c-8 b122 m12146.0 rU
R44 c-5 b369 m12268.0 rL
R45 c-3 b464 m11530.0 rL
R46 c-2 b555 m11066.0 rU
R47 c0 b702 m11621.0 rD
R48 c-3 b468 m11621.0 rH
R49 c-4 b336 m11153.0 rJ
R50 c-2 b585 m11657.0 rB
R51 c-1 b555 m11072.0 rD
R52 c-1 b555 m11072.0 rU
R53 c-2 b610 m12182.0 rU
R54 c-2 b640 m12792.0 rB
R55 c-3 b488 m12152.0 rL
R56 c-4 b351 m11664.0 rW
R57 c-2 b605 m12015.0 rW
R58 c0 b762 m12620.0 rW
R59 c-2 b710 m14144.0 rL
R60 c-4 b405 m13434.0 rD
R61 c-6 b270 m13434.0 rL
R62 c-5 b396 m13164.0 rH
R63 c-6 b248 m12372.0 rW
R64 c-6 b254 m12620.0 rH
R65 c-8 b124 m12366.0 rU
R66 c-9 b125 m12490.0 rD
R67 c-8 b125 m12490.0 rS
R68 c-7 b250 m12427.5 rL
R69 c-10 b122 m12177.5 rL
R70 c-10 b121 m12055.5 rW
