============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rH
R2 c-1 b470 m9400 rU
R3 c-3 b396 m9870 rD
R4 c-5 b297 m9870 rL
R5 c-8 b96 m9573 rW
R6 c-10 b97 m9669 rL
R7 c-10 b96 m9572 rD
R8 c-10 b96 m9572 rH
R9 c-10 b95 m9476 rL
R10 c-10 b94 m9381 rU
R11 c-10 b95 m9475 rW
R12 c-10 b96 m9570 rU
R13 c-9 b97 m9666 rH
R14 c-9 b96 m9569 rB
R15 c-9 b95 m9473 rL
R16 c-10 b94 m9378 rU
R17 c-10 b95 m9472 rW
R18 c-10 b97 m9662 rL
R19 c-8 b96 m9565 rS
R20 c-10 b96 m9517.0 rW
R21 c-10 b98 m9709.0 rU
R22 c-10 b99 m9807.0 rS
R23 c-10 b98 m9757.5 rU
R24 c-10 b100 m9953.5 rU
R25 c-10 b102 m10153.5 rL
R26 c-10 b101 m10051.5 rH
R27 c-10 b100 m9950.5 rW
R28 c-10 b101 m10050.5 rS
R29 c-9 b100 m10000.0 rH
R30 c-10 b99 m9900.0 rB
R31 c-10 b99 m9801.0 rL
R32 c-10 b98 m9702.0 rU
R33 c-10 b99 m9898.0 rH
R34 c-10 b98 m9799.0 rS
R35 c-10 b98 m9750.0 rW
R36 c-10 b100 m9946.0 rU
R37 c-9 b101 m10046.0 rU
R38 c-10 b102 m10147.0 rU
R39 c-10 b103 m10249.0 rU
R40 c-8 b104 m10352.0 rD
R41 c-7 b208 m10352.0 rU
R42 c-7 b212 m10560.0 rD
R43 c-8 b106 m10560.0 rD
R44 c-8 b106 m10560.0 rW
R45 c-10 b107 m10666.0 rB
R46 c-10 b106 m10559.0 rL
R47 c-9 b105 m10453.0 rU
R48 c-9 b106 m10558.0 rL
R49 c-10 b105 m10452.0 rU
R50 c-10 b107 m10662.0 rU
R51 c-10 b108 m10769.0 rU
R52 c-10 b109 m10877.0 rU
R53 c-10 b110 m10986.0 rB
R54 c-10 b109 m10876.0 rB
R55 c-10 b108 m10767.0 rW
R56 c-10 b109 m10875.0 rW
R57 c-10 b111 m11093.0 rL
R58 c-10 b110 m10982.0 rW
R59 c-9 b113 m11202.0 rL
R60 c-8 b111 m11089.0 rS
R61 c-10 b111 m11033.5 rL
R62 c-10 b110 m10922.5 rU
R63 c-10 b111 m11032.5 rB
R64 c-10 b110 m10921.5 rH
R65 c-10 b109 m10811.5 rL
R66 c-9 b108 m10702.5 rW
R67 c-10 b110 m10918.5 rU
R68 c-10 b111 m11028.5 rL
R69 c-10 b110 m10917.5 rU
R70 c-10 b111 m11027.5 rU
