============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rL
R2 c0 b658 m9400 rJ
R3 c0 b728 m10387 rU
R4 c0 b784 m11115 rL
R5 c0 b728 m10331 rL
R6 c0 b679 m9603 rU
R7 c1 b880 m10961 rH
R8 c0 b606 m10081 rB
R9 c-1 b475 m9475 rL
R10 c0 b630 m9000 rL
R11 c0 b588 m8370 rD
R12 c0 b588 m8370 rL
R13 c0 b546 m7782 rJ
R14 c2 b783 m8601 rW
R15 c0 b658 m9384 rL
R16 c-2 b405 m8068 rW
R17 c-3 b356 m8878 rS
R18 c-5 b261 m8700.0 rL
R19 c-6 b170 m8439.0 rD
R20 c-5 b255 m8439.0 rB
R21 c-3 b328 m8184.0 rW
R22 c-3 b356 m8840.0 rH
R23 c-3 b340 m8484.0 rW
R24 c-3 b356 m8824.0 rS
R25 c-2 b435 m8646.0 rL
R26 c-3 b332 m8211.0 rW
R27 c-1 b430 m8543.0 rU
R28 c-1 b450 m8973.0 rL
R29 c1 b688 m8523.0 rS
R30 c2 b738 m8179.0 rL
R31 c0 b476 m6703.0 rD
R32 c-2 b340 m6703.0 rU
R33 c-2 b355 m7043.0 rB
R34 c-3 b268 m6688.0 rD
R35 c-3 b268 m6688.0 rU
R36 c-2 b350 m6956.0 rB
R37 c-3 b268 m6606.0 rW
R38 c-5 b207 m6874.0 rB
R39 c-6 b134 m6667.0 rW
R40 c-5 b207 m6801.0 rW
R41 c-6 b146 m7215.0 rD
R42 c-6 b146 m7215.0 rL
R43 c-7 b142 m7069.0 rS
R44 c-5 b210 m6998.0 rB
R45 c-7 b136 m6788.0 rD
R46 c-10 b68 m6788.0 rW
R47 c-10 b69 m6856.0 rW
R48 c-10 b70 m6925.0 rS
R49 c-10 b69 m6890.0 rL
R50 c-10 b69 m6821.0 rL
R51 c-10 b68 m6752.0 rB
R52 c-9 b67 m6684.0 rH
R53 c-9 b66 m6550.0 rU
R54 c-10 b67 m6616.0 rL
R55 c-9 b65 m6482.0 rU
R56 c-8 b66 m6547.0 rW
R57 c-6 b134 m6613.0 rU
R58 c-8 b68 m6747.0 rU
R59 c-9 b69 m6815.0 rU
R60 c-7 b138 m6884.0 rB
R61 c-9 b68 m6746.0 rU
R62 c-10 b69 m6814.0 rL
R63 c-9 b67 m6676.0 rU
R64 c-8 b68 m6743.0 rW
R65 c-7 b138 m6879.0 rU
R66 c-7 b142 m7017.0 rD
R67 c-6 b142 m7017.0 rL
R68 c-9 b69 m6875.0 rU
R69 c-6 b140 m6944.0 rH
R70 c-4 b201 m6664.0 rW
R71 c-5 b207 m6865.0 rH
