============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rW
R2 c1 b742 m10600 rW
R3 c0 b726 m12084 rS
R4 c0 b708 m11721.0 rW
R5 c0 b792 m13137.0 rU
R6 c0 b980 m13929.0 rL
R7 c0 b910 m12949.0 rU
R8 c2 b1251 m13859.0 rH
R9 c5 b1140 m11357.0 rW
R10 c4 b1250 m12497.0 rD
R11 c5 b1250 m12497.0 rW
R12 c6 b1518 m13747.0 rU
R13 c4 b1680 m16783.0 rB
R14 c4 b1520 m15103.0 rL
R15 c2 b1224 m13583.0 rJ
R16 c1 b1240 m15419.0 rW
R17 c3 b1503 m16659.0 rL
R18 c4 b1520 m15156.0 rD
R19 c6 b1672 m15156.0 rW
R20 c7 b1859 m16828.0 rU
R21 c9 b2244 m18687.0 rU
R22 c7 b2310 m20931.0 rL
R23 c4 b1870 m18621.0 rW
R24 c3 b1845 m20491.0 rU
R25 c1 b1792 m22336.0 rU
R26 c0 b1694 m24128.0 rW
R27 c0 b1813 m25822.0 rW
R28 c0 b1939 m27635.0 rJ
R29 c2 b2754 m30544.0 rL
R30 c5 b2780 m27790.0 rL
R31 c3 b2007 m22230.0 rH
R32 c2 b1647 m18216.0 rU
R33 c0 b1393 m19863.0 rD
R34 c0 b1393 m19863.0 rU
R35 c1 b1704 m21256.0 rB
R36 c0 b1372 m19552.0 rW
R37 c3 b1890 m20924.0 rU
R38 c3 b2061 m22814.0 rW
R39 c4 b2490 m24875.0 rU
R40 c3 b2466 m27365.0 rB
R41 c4 b2490 m24899.0 rU
R42 c4 b2740 m27389.0 rW
R43 c4 b3020 m30129.0 rL
R44 c3 b2448 m27109.0 rS
R45 c3 b2331 m25885.0 rW
R46 c2 b2547 m28216.0 rJ
R47 c3 b2889 m32037.0 rL
R48 c2 b2628 m29148.0 rL
R49 c1 b2128 m26520.0 rU
R50 c3 b2772 m30776.0 rW
R51 c3 b3276 m36320.0 rL
R52 c3 b2979 m33044.0 rS
R53 c4 b3160 m31554.5 rW
R54 c4 b3480 m34714.5 rU
R55 c2 b3438 m38194.5 rL
R56 c1 b2784 m34756.5 rW
R57 c0 b2632 m37540.5 rU
R58 c-1 b2010 m40172.5 rD
R59 c-1 b2010 m40172.5 rU
R60 c-4 b1266 m42182.5 rL
R61 c-4 b1191 m39650.5 rL
R62 c-8 b385 m38459.5 rB
R63 c-10 b381 m38074.5 rL
R64 c-10 b377 m37693.5 rJ
R65 c-10 b383 m38259.5 rL
R66 c-10 b379 m37876.5 rS
R67 c-10 b377 m37687.0 rU
R68 c-10 b381 m38064.0 rS
R69 c-10 b379 m37873.5 rB
