============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: T
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rU
R2 c0 b784 m11200 rD
R3 c0 b784 m11200 rU
R4 c0 b720 m11984 rW
R5 c-1 b640 m12704 rB
R6 c-3 b484 m12064 rS
R7 c-1 b595 m11822.0 rW
R8 c-2 b625 m12417.0 rU
R9 c-4 b393 m13042.0 rU
R10 c-6 b270 m13435.0 rU
R11 c-10 b140 m13975.0 rB
R12 c-10 b139 m13835.0 rJ
R13 c-10 b141 m14044.0 rL
R14 c-8 b140 m13903.0 rS
R15 c-7 b278 m13833.0 rS
R16 c-8 b137 m13694.0 rW
R17 c-10 b139 m13831.0 rB
R18 c-8 b137 m13692.0 rD
R19 c-8 b137 m13692.0 rL
R20 c-10 b136 m13555.0 rH
R21 c-10 b135 m13419.0 rB
R22 c-10 b133 m13284.0 rL
R23 c-10 b132 m13151.0 rB
R24 c-10 b131 m13019.0 rW
R25 c-10 b133 m13281.0 rW
R26 c-10 b135 m13414.0 rL
R27 c-9 b133 m13279.0 rW
R28 c-10 b135 m13412.0 rS
R29 c-8 b134 m13344.5 rJ
R30 c-9 b136 m13545.5 rL
R31 c-10 b135 m13409.5 rD
R32 c-10 b135 m13409.5 rU
R33 c-10 b136 m13544.5 rW
R34 c-10 b137 m13680.5 rH
R35 c-9 b135 m13406.5 rS
R36 c-10 b134 m13339.0 rH
R37 c-9 b131 m13071.0 rW
R38 c-10 b133 m13202.0 rW
R39 c-10 b134 m13335.0 rU
R40 c-8 b135 m13469.0 rU
R41 c-9 b137 m13604.0 rL
R42 c-7 b270 m13467.0 rL
R43 c-6 b260 m12927.0 rS
R44 c-4 b384 m12797.0 rW
R45 c-4 b396 m13181.0 rB
R46 c-3 b512 m12785.0 rH
R47 c-4 b369 m12273.0 rL
R48 c-5 b360 m11904.0 rD
R49 c-3 b480 m11904.0 rU
R50 c-6 b248 m12384.0 rB
R51 c-6 b244 m12136.0 rH
R52 c-4 b357 m11892.0 rU
R53 c-7 b246 m12249.0 rU
R54 c-7 b250 m12495.0 rS
R55 c-9 b124 m12370.0 rW
R56 c-10 b127 m12618.0 rL
R57 c-10 b125 m12491.0 rL
R58 c-10 b124 m12366.0 rU
R59 c-10 b127 m12614.0 rL
R60 c-10 b125 m12487.0 rS
R61 c-10 b125 m12424.5 rL
R62 c-10 b123 m12299.5 rD
R63 c-10 b123 m12299.5 rB
R64 c-10 b122 m12176.5 rW
R65 c-9 b123 m12298.5 rH
R66 c-8 b122 m12175.5 rW
R67 c-8 b123 m12297.5 rL
R68 c-8 b122 m12174.5 rL
R69 c-10 b121 m12052.5 rB
