============ BLACKJACK AI LOG ============
1 Player, 2 Decks, Rounds: 1000, Mode: K
MoneyPool: 10000, BetSpread: 12
====================================================
[AI True Count] || Current Bet / Current Money 
====================================================

R1 c0 b600 m10000 rS
R2 c0 b582 m9700.0 rL
R3 c-1 b460 m9118.0 rU
R4 c-1 b505 m10038.0 rH
R5 c-2 b480 m9533.0 rL
R6 c-1 b455 m9053.0 rL
R7 c-2 b430 m8598.0 rU
R8 c-2 b455 m9028.0 rH
R9 c-3 b344 m8573.0 rW
R10 c-4 b270 m8917.0 rL
R11 c-3 b348 m8647.0 rW
R12 c-2 b450 m8995.0 rW
R13 c0 b570 m9445.0 rL
R14 c-2 b445 m8875.0 rU
R15 c-1 b470 m9320.0 rL
R16 c-1 b445 m8850.0 rB
R17 c-1 b425 m8405.0 rU
R18 c-1 b445 m8830.0 rL
R19 c0 b504 m8385.0 rW
R20 c1 b658 m9393.0 rW
R21 c1 b707 m10051.0 rD
R22 c0 b707 m10051.0 rU
R23 c0 b648 m10758.0 rS
R24 c0 b630 m10434.0 rS
R25 c0 b612 m10119.0 rS
R26 c0 b594 m9813.0 rW
R27 c-2 b525 m10407.0 rH
R28 c-2 b495 m9882.0 rL
R29 c-3 b376 m9387.0 rB
R30 c-4 b273 m9011.0 rD
R31 c-5 b273 m9011.0 rL
R32 c-2 b440 m8738.0 rD
R33 c-4 b264 m8738.0 rL
R34 c-2 b425 m8474.0 rL
R35 c-1 b405 m8049.0 rU
R36 c-1 b425 m8454.0 rU
R37 c-3 b356 m8879.0 rW
R38 c-3 b372 m9235.0 rL
R39 c-3 b340 m8491.0 rU
R40 c-1 b460 m9171.0 rW
R41 c0 b707 m10091.0 rD
R42 c1 b707 m10091.0 rJ
R43 c0 b784 m11152.0 rS
R44 c0 b648 m10760.0 rW
R45 c0 b690 m11408.0 rS
R46 c0 b666 m11063.0 rU
R47 c1 b826 m11729.0 rB
R48 c1 b770 m10903.0 rW
R49 c1 b1000 m12443.0 rU
R50 c2 b1305 m14443.0 rW
R51 c2 b1264 m15748.0 rU
R52 c3 b1539 m17012.0 rD
R53 c3 b1539 m17012.0 rU
R54 c2 b1674 m18551.0 rJ
R55 c1 b1477 m21062.0 rW
R56 c1 b1582 m22539.0 rS
R57 c0 b1526 m21748.0 rJ
R58 c1 b1687 m24037.0 rD
R59 c1 b1928 m24037.0 rD
R60 c0 b1687 m24037.0 rU
R61 c0 b1548 m25724.0 rB
R62 c0 b1452 m24176.0 rL
R63 c0 b1368 m22724.0 rS
R64 c0 b1547 m22040.0 rL
R65 c1 b1640 m20493.0 rW
R66 c2 b1998 m22133.0 rH
R67 c2 b1616 m20135.0 rS
R68 c1 b1552 m19327.0 rB
R69 c0 b1246 m17775.0 rB
R70 c0 b1162 m16529.0 rJ
R71 c-1 b915 m18272.0 rU
R72 c0 b1414 m20102.0 rW
R73 c0 b1512 m21516.0 rW
R74 c0 b1617 m23028.0 rL
R75 c1 b1505 m21411.0 rL
R76 c2 b1600 m19906.0 rW
R77 c1 b1512 m21506.0 rU
R78 c2 b2079 m23018.0 rW
R79 c2 b2008 m25097.0 rU
R80 c0 b1904 m27105.0 rH
R81 c1 b2024 m25201.0 rS
R82 c1 b1694 m24189.0 rU
R83 c0 b1554 m25883.0 rL
R84 c0 b1464 m24329.0 rL
R85 c0 b1603 m22865.0 rS
R86 c0 b1326 m22063.5 rD
R87 c0 b1326 m22063.5 rU
R88 c-1 b1170 m23389.5 rL
R89 c0 b1338 m22219.5 rW
R90 c-1 b1180 m23557.5 rH
R91 c0 b1344 m22377.5 rW
R92 c1 b1904 m23721.5 rJ
R93 c1 b1862 m26577.5 rB
R94 c0 b1736 m24715.5 rW
R95 c-1 b1325 m26451.5 rH
R96 c0 b1512 m25126.5 rU
R97 c0 b1602 m26638.5 rD
R98 c2 b2136 m26638.5 rW
R99 c0 b1728 m28774.5 rS
R100 c0 b1680 m27910.5 rL
R101 c1 b2104 m26230.5 rH
R102 c0 b1694 m24126.5 rW
R103 c0 b1813 m25820.5 rW
R104 c0 b1662 m27633.5 rS
R105 c0 b1614 m26802.5 rB
R106 c0 b1512 m25188.5 rB
R107 c0 b1422 m23676.5 rU
R108 c-2 b1255 m25098.5 rW
R109 c0 b1662 m27608.5 rW
R110 c-1 b1465 m29270.5 rU
R111 c0 b1848 m30735.5 rD
R112 c-1 b1540 m30735.5 rH
R113 c0 b1752 m29195.5 rB
R114 c0 b1925 m27443.5 rL
R115 c-1 b1280 m25518.5 rU
R116 c0 b1876 m26798.5 rD
R117 c-1 b1340 m26798.5 rL
R118 c-2 b1275 m25458.5 rU
R119 c-1 b1340 m26733.5 rL
R120 c-1 b1270 m25393.5 rL
R121 c1 b1936 m24123.5 rU
R122 c1 b2088 m26059.5 rU
R123 c1 b1974 m28147.5 rU
R124 c0 b1812 m30121.5 rU
R125 c0 b1920 m31933.5 rU
R126 c-1 b1695 m33853.5 rS
R127 c-2 b1655 m33006.0 rH
R128 c0 b1884 m31351.0 rB
R129 c-1 b1475 m29467.0 rL
R130 c0 b1596 m26517.0 rU
R131 c1 b1974 m28113.0 rL
R132 c1 b2096 m26139.0 rD
R133 c1 b1834 m26139.0 rL
R134 c3 b2196 m24305.0 rB
